;GSM237280.CEL;GSM237281.CEL;GSM237282.CEL;GSM237283.CEL;GSM237292.CEL;GSM237293.CEL;GSM237294.CEL;GSM237295.CEL;
264374_at;8.6557;8.70808;8.89753;8.74931;8.0418;7.67269;7.41654;7.54803;
264375_at;7.2752;7.29236;6.02281;6.32379;5.5402;6.06841;5.95045;5.49946;
264376_at;9.36497;9.52314;8.85204;9.08099;9.14199;9.35001;9.49438;9.31379;
264377_at;8.84277;8.65804;8.81643;8.74559;8.28774;7.65958;6.94973;7.21937;
264378_at;5.78926;5.74645;5.42347;5.35254;5.77435;6.27971;5.7895;5.40898;
264379_at;5.23312;4.91769;5.65849;5.65305;8.25439;7.99426;7.43879;7.49657;
264380_at;6.97758;7.22749;7.28094;7.2267;7.21308;7.29692;7.66227;7.29997;
264381_at;6.69366;6.67093;6.814;6.76559;7.48382;7.0382;6.50766;6.95865;
264382_at;10.05325;9.96523;10.10475;10.18681;8.93287;8.12369;8.28212;8.61766;
264383_at;8.87086;8.74165;8.185;8.2905;11.6068;11.78591;11.79435;11.49922;
264384_at;7.64448;7.53122;7.65141;7.66543;7.70811;8.01774;7.63674;7.66331;
264385_at;6.55986;6.24188;6.37036;6.08269;7.32513;6.56626;6.19479;6.71634;
264386_at;10.37773;10.39324;10.8498;10.54977;9.1233;9.01909;8.71688;8.88383;
264387_at;3.2475;3.27791;3.3719;3.2564;3.13923;3.44703;3.1622;3.45192;
264388_at;3.35959;3.28848;3.25521;3.30356;3.34504;3.58587;3.25709;3.57733;
264389_at;6.298;6.35336;8.45148;8.0961;5.81801;6.25147;6.57747;6.25445;
264390_at;4.89428;5.13695;5.14901;5.31045;5.06023;5.04467;5.19166;5.12369;
264391_at;3.93234;3.68126;3.81369;3.56919;3.50289;3.52598;3.61123;3.52075;
264392_at;4.89915;4.73494;4.49794;4.81764;4.9531;5.33426;5.55527;4.98365;
264393_at;5.38082;5.34553;5.373;5.39387;5.23336;5.43641;5.25307;4.76271;
264394_at;9.30278;9.29675;9.04846;9.10085;12.03356;11.68153;11.65852;12.01625;
264395_at;3.87934;3.70983;3.64781;3.80436;3.74454;3.65;3.67509;3.45158;
264396_at;8.07832;8.1313;8.16307;8.18494;8.27507;8.32371;8.50488;8.40672;
264397_at;7.5221;7.59586;7.17198;7.5535;8.93435;9.0664;8.52134;8.6025;
264370_at;4.22423;4.00657;4.32338;4.05651;4.21707;4.30249;4.21405;4.40295;
264371_at;11.4401;11.21639;10.78307;10.50991;11.29027;10.59289;10.17909;11.02963;
264372_at;12.19608;12.08141;12.19833;12.01166;10.82448;10.05733;10.13965;10.64399;
264373_at;9.22153;9.14334;9.26119;9.40439;8.51958;8.02665;8.13647;8.34395;
264342_at;9.01603;9.46951;8.61501;8.72701;8.74611;9.33085;9.12731;8.58441;
264343_at;4.44233;4.3367;4.61536;4.49568;7.35632;5.83158;5.59136;5.97023;
264344_at;12.68235;12.71076;12.44227;12.50966;11.71936;11.36064;11.72936;11.87966;
264345_at;4.74696;4.67168;4.6198;4.7832;4.23048;4.06151;4.19192;4.31487;
264346_at;7.39779;7.70574;6.89795;7.00874;4.99905;4.32308;4.21736;3.98307;
264347_at;7.37151;7.185;6.29742;5.81203;3.63594;3.86093;3.48265;3.46431;
264348_at;10.72198;10.68064;9.91832;9.79504;9.32479;9.18985;9.43069;9.49608;
264349_at;8.98051;8.94175;8.38834;8.69527;9.06663;8.88747;8.86964;8.86761;
264350_at;6.00226;6.38604;6.47483;6.1359;8.04995;7.86117;7.80617;7.78747;
264351_at;7.29875;7.12503;7.25335;7.08465;5.98204;6.21101;6.31819;6.23592;
264352_at;4.78978;4.95279;4.62207;5.06688;5.66357;5.50115;4.66983;5.2154;
264353_at;6.83338;6.77486;6.74083;6.9184;6.68318;6.2636;6.22036;6.15398;
264354_s_at;5.64327;4.88769;5.05256;4.77973;3.34504;3.63588;3.97411;3.91193;
264355_at;9.24537;9.41904;8.74133;9.06161;6.99446;6.90697;7.23071;7.19445;
264356_at;6.24006;6.27328;6.10829;6.42558;6.10932;6.24126;6.13711;6.15348;
264357_at;6.21903;6.52509;6.63262;6.86925;7.76085;8.30208;7.82173;7.44584;
264358_at;5.84423;6.13248;5.94775;5.9769;5.66862;5.65328;5.31178;5.35652;
264359_at;4.01324;4.10319;4.27456;4.14823;4.89946;4.7483;5.19285;4.88912;
264360_at;5.8924;5.95191;6.17015;6.03833;8.17692;8.31546;8.73932;8.59566;
264361_at;3.93053;3.73373;4.19329;4.02858;4.71677;5.54759;5.4169;4.92298;
264362_at;6.7949;7.15608;6.63897;6.95352;6.55765;7.19751;7.39925;7.19282;
264363_at;4.26481;4.55135;4.50491;4.56522;4.61315;4.3461;4.30759;4.40919;
264364_at;9.66727;9.66616;9.41121;9.72065;9.1882;8.95225;9.16225;8.96592;
264365_s_at;11.87891;11.9013;11.92136;11.94576;9.99389;9.44167;9.34471;9.82465;
264366_at;6.85033;6.90892;6.95628;7.05578;7.27434;7.21772;7.28233;7.38216;
264367_at;8.3131;8.43668;8.11286;8.3243;8.14005;8.90942;8.76659;8.35746;
264368_at;8.29664;8.06546;7.89612;7.98371;8.36059;8.92461;8.93639;8.49415;
264369_at;4.00669;4.02458;4.04136;3.93474;4.42575;5.18256;4.5412;4.68364;
264335_s_at;9.22387;9.18642;9.36668;9.43302;9.57251;9.5719;9.41521;9.60047;
264336_at;7.81432;7.61964;7.29908;7.38094;6.92954;6.95042;7.28607;7.1088;
264337_at;7.14806;7.41713;7.23252;7.24029;7.24849;7.21809;7.06802;7.08241;
264338_at;9.6232;9.59791;9.12808;9.13228;6.9431;6.89709;6.73182;7.19001;
264339_at;9.06842;9.01749;8.11371;8.22744;10.657;11.41189;11.33467;10.97028;
264340_at;6.2686;6.3368;6.31013;6.36933;8.06444;8.19764;8.05145;7.93257;
264341_at;3.8343;3.86246;3.70545;3.80194;4.72807;5.17074;3.91504;3.84048;
264311_at;3.27011;3.26848;3.40791;3.20197;3.36363;3.12874;3.23667;3.26771;
264312_at;3.79396;3.70983;3.30776;3.49325;3.16998;3.22461;3.32256;3.33981;
264313_at;11.11121;11.00202;10.49181;10.3787;11.33292;11.0213;10.87843;11.12086;
264314_at;6.56113;6.63977;6.78067;6.7952;5.44731;5.2179;5.30758;5.3556;
264315_at;10.34078;10.35519;9.98454;10.06043;10.82874;11.50283;11.0081;10.71321;
264316_at;10.21755;10.12211;9.98031;9.80519;8.70749;8.70512;8.50091;8.60767;
264317_at;10.18024;10.27249;10.23697;10.22083;10.08706;10.37246;10.39081;10.21492;
264318_at;8.54193;8.74426;8.39444;8.40535;6.79744;6.94504;7.70808;7.45756;
264319_at;3.95139;3.53578;3.78676;3.86407;6.77306;6.83152;6.69096;6.97108;
264320_at;4.35765;4.13725;4.34089;4.25474;4.23492;3.91091;4.24415;4.12816;
264321_at;7.49355;7.37465;7.33325;7.40437;7.17753;7.58612;7.1633;6.95054;
264322_at;8.5556;8.61878;8.66839;8.85391;8.54815;8.74223;8.60245;8.34004;
264323_at;5.33924;5.06423;5.10016;5.44432;3.82388;3.71925;3.56285;3.79976;
264324_at;5.84668;5.75472;5.19439;5.68757;5.65181;5.78923;5.44854;5.30523;
264325_at;4.49058;4.36931;4.42032;4.28272;4.33024;4.51443;4.50692;4.20134;
264326_at;6.6781;6.80848;6.96097;7.01743;6.46533;6.7901;6.70536;6.64772;
264327_at;9.5953;9.63455;9.80078;9.84275;9.68735;9.46174;9.19816;9.51963;
264328_at;6.50236;6.7343;6.12546;6.7568;6.19206;6.68717;6.65156;6.11053;
264329_at;9.60732;9.29914;9.37015;9.09201;8.69436;8.77598;8.59524;8.59015;
264330_at;8.4365;8.28695;8.53345;8.25982;7.8194;8.0289;7.97049;7.9134;
264331_at;5.9873;6.27823;6.41108;6.49588;6.8254;7.22299;7.26043;6.92759;
264332_at;4.44975;4.56277;4.41405;4.64566;5.19913;5.42681;5.35404;5.5435;
264333_at;3.58004;3.96173;3.77951;3.69421;3.53571;3.5612;3.6016;3.71721;
264334_at;3.54485;3.44354;3.15589;3.14889;3.02046;3.06155;3.09778;2.96519;
264307_at;7.48836;7.60072;7.49914;7.54552;8.79503;8.90541;8.66072;8.89596;
264308_at;6.81111;6.99732;6.75889;7.04639;7.0733;7.44576;7.0934;7.30653;
264309_at;9.77965;9.61009;9.74779;9.71956;9.39355;9.93929;9.52482;9.22576;
264310_at;3.99348;4.61932;4.19875;4.37097;6.2355;6.93119;6.94422;6.40706;
264280_at;8.57761;8.5032;7.8841;8.03068;6.43317;7.24583;6.54312;5.99461;
264281_at;3.34524;3.14981;3.28043;3.33458;3.11855;3.23463;3.18956;3.1367;
264282_at;5.34717;5.48243;4.39318;4.57402;3.56857;3.40749;3.66036;3.42047;
264283_at;7.31295;7.43968;7.55381;7.32629;6.8015;7.01528;6.97755;7.01391;
264284_at;4.88388;5.17325;4.53391;4.77764;3.48912;3.74831;3.53683;3.4622;
264285_at;8.02953;8.15548;7.84708;7.87273;7.63509;7.28313;7.78924;7.58718;
264286_at;6.89158;6.9703;7.04262;6.95078;7.50953;7.53925;7.37994;7.30762;
264287_at;5.38663;5.8651;5.22157;5.40312;4.07066;4.22778;4.26654;4.32512;
264288_at;5.15688;5.26506;4.8047;5.00405;4.41639;4.55361;3.77775;3.96855;
264289_at;9.3439;9.25026;11.36624;11.06301;7.75049;8.08073;8.50599;8.52777;
264290_at;6.35915;6.38541;5.89662;6.15366;6.76581;6.77154;6.74864;6.93194;
264291_at;7.78466;7.73851;7.8025;7.78476;7.55069;7.11223;7.1927;7.35997;
264292_at;6.79031;6.8214;6.61198;6.92313;7.19227;6.99754;6.92572;7.01745;
264293_at;6.56418;6.50321;6.71315;6.81542;6.27736;6.23032;5.78706;5.90952;
264294_at;4.45848;4.50054;4.39777;4.59417;4.75186;4.74569;4.72006;4.59779;
264295_at;5.08816;5.00485;5.22687;5.03274;4.95565;4.76415;4.5915;4.77001;
264296_at;4.89353;4.86452;5.06674;4.87416;4.85575;5.07592;4.98643;5.03159;
264297_at;4.41555;4.40295;4.56518;4.33246;4.18387;4.34679;4.50721;4.34233;
264298_at;6.53327;6.55111;6.35776;6.42976;7.24519;7.16068;7.2359;7.04336;
264299_s_at;11.67756;11.65226;11.79379;11.81903;10.02574;9.33874;9.68645;10.17224;
264300_at;9.47638;9.4866;9.40643;9.28672;8.8615;8.93185;9.51378;9.68889;
264301_at;8.06241;8.21889;8.60698;8.40881;5.28973;5.67625;5.59029;4.77093;
264302_at;11.60859;11.28662;11.60911;11.32256;10.80536;11.28978;11.20116;11.17995;
264303_s_at;11.01393;10.99547;11.08128;10.99784;10.01052;9.12826;9.37712;9.68169;
264304_at;7.63315;7.63492;7.00075;7.28238;6.24434;6.68399;6.96315;6.55935;
264305_at;5.09172;5.39308;4.49179;4.39801;3.85768;3.58441;3.99287;3.92211;
264306_at;8.8864;8.92743;8.53713;8.39866;8.30984;7.12643;7.70066;8.30608;
264279_s_at;10.47991;10.50189;10.75388;10.85615;11.73746;11.95023;12.02495;11.78519;
264248_at;6.62615;6.40144;7.06756;6.6617;6.08485;5.9753;5.56197;5.5144;
264249_at;9.55223;9.40677;9.54494;9.3372;8.69843;8.61149;8.54849;8.53636;
264250_at;9.41138;9.28435;8.97247;8.78417;8.57904;7.74685;7.99551;8.57686;
264251_at;4.3261;4.31811;4.35176;4.45293;4.67174;4.73967;4.69943;4.47335;
264252_at;5.33249;5.31909;5.21483;5.32762;5.21008;5.86952;5.81972;5.40491;
264253_at;5.38817;5.26626;4.58937;4.8873;4.46829;4.44608;4.79886;4.49346;
264254_at;8.1878;8.31129;8.17852;8.46055;8.12331;7.9014;7.85847;7.95943;
264255_at;8.82936;8.39448;8.80061;8.4685;8.99236;8.81969;8.25489;8.62258;
264256_at;9.4723;9.29776;9.36119;9.26749;8.77737;8.83467;8.61809;8.80853;
264257_at;6.29668;6.53016;6.2555;6.30732;7.06476;7.43407;7.6328;7.40441;
264258_at;3.35377;3.26748;3.21651;3.46668;3.43484;3.63655;3.68999;3.64539;
264259_at;5.71774;5.75455;5.75573;5.65285;5.94468;5.99815;5.90717;5.92733;
264260_at;11.4104;11.23095;11.33095;11.0732;10.00578;10.12066;10.09885;9.93961;
264261_at;4.8183;4.75812;4.76733;4.83875;5.61421;5.22685;5.69322;5.84502;
264262_at;9.93296;9.88268;9.86989;9.83841;9.45422;8.60609;7.92949;8.07763;
264263_at;4.36829;4.17784;3.86483;3.77195;3.84701;3.8072;3.75308;3.7239;
264264_at;7.08977;7.13967;6.88694;7.12652;5.73442;6.50046;6.2815;6.11825;
264265_at;8.30129;8.45387;8.20509;8.4207;8.36332;8.71815;8.88166;8.76996;
264266_at;7.22828;7.18593;7.44819;7.4522;7.75243;7.88797;7.53731;7.19161;
264267_at;6.62219;5.63393;6.64769;5.78118;5.96698;5.67108;5.64592;5.91436;
264268_at;8.31566;8.33878;8.2001;8.22322;7.94022;8.18974;8.30658;8.21441;
264269_at;3.06898;3.0883;3.17066;3.16577;3.20167;3.15866;3.46672;3.34999;
264270_at;5.19959;4.89722;4.86523;5.14015;7.38153;7.93385;8.13818;7.82466;
264271_at;7.43866;7.09505;6.75091;6.87349;8.2709;8.2933;7.46929;7.64072;
264272_at;3.75741;3.59824;3.55089;3.49018;3.59757;3.57;3.72386;3.64242;
264273_s_at;3.33995;3.13724;3.20303;3.28943;3.42268;3.5966;3.75554;3.38156;
264274_at;4.13146;4.0137;4.19674;4.29476;4.21522;4.22578;4.2024;4.26768;
264275_at;3.20184;3.16076;3.1364;3.26029;3.25982;3.39073;3.20231;3.26916;
264276_at;3.54126;3.52632;3.47243;3.667;3.18012;3.61608;3.7454;3.4711;
264277_at;8.3779;8.28189;8.19119;8.01748;6.7924;6.97477;6.69756;6.27947;
264278_at;5.07641;4.83129;4.72789;4.6915;3.6419;4.03481;3.76112;3.71973;
264244_at;8.16864;8.24304;8.3569;8.05525;8.39244;8.60008;8.79383;8.56571;
264245_at;4.28454;4.44608;4.5106;4.37539;4.2679;4.63372;4.58426;4.78908;
264246_at;9.58087;9.29002;8.52521;8.16506;7.31496;7.51178;8.31406;7.94668;
264247_at;6.19885;6.24695;5.82489;6.09171;8.1375;8.04945;8.50084;8.44665;
264216_at;3.53818;3.67421;3.49921;3.67981;3.53258;3.52858;3.57998;3.5081;
264217_at;7.44218;7.64603;8.80018;8.66046;5.71997;6.29825;8.76687;8.37795;
264218_at;7.74368;7.74679;7.59955;7.51547;8.07702;8.31307;8.22354;8.16812;
264219_at;8.75754;8.83692;8.75334;8.74939;7.77863;7.74127;7.9192;8.07185;
264220_at;6.86496;6.94037;6.82344;6.93763;6.98902;7.14783;7.15399;6.94339;
264221_s_at;8.18332;8.20667;8.09279;8.11378;8.11347;8.63545;8.89928;8.32949;
264222_at;5.8518;5.98796;5.73313;5.76967;7.96651;8.28388;8.34837;7.8197;
264223_s_at;4.87058;5.06787;4.8878;5.26414;4.35911;4.96227;5.57378;4.86006;
264224_at;5.8401;5.73892;5.6775;5.91137;6.97466;6.65599;7.03258;6.73124;
264225_at;6.72422;6.99064;6.60412;6.88633;5.35192;6.36603;6.10211;5.98015;
264226_at;6.84078;6.99427;7.3229;7.24773;5.64489;5.68589;5.68072;5.5942;
264227_at;7.34706;7.62152;7.4421;7.72491;6.00387;6.42126;6.50975;6.02249;
264228_at;6.44676;6.44567;6.49698;6.51725;5.39109;5.72313;5.67063;5.65338;
264229_at;10.09822;10.03741;9.30379;9.2804;9.24291;9.94074;10.08748;9.55891;
264230_at;5.05718;4.86475;4.76733;4.75864;4.90251;5.13967;5.19074;4.97418;
264231_at;3.44377;3.64335;3.38592;3.6321;3.10345;3.28198;3.70871;3.35811;
264232_at;5.46261;5.40551;6.99911;6.73573;6.79822;7.30354;7.98138;7.56284;
264233_at;12.21952;12.21059;12.39831;12.33311;11.73564;11.00914;10.82874;11.59076;
264234_at;3.45489;3.66798;3.64832;3.63698;3.59769;3.90307;3.77502;3.82597;
264235_at;5.25604;5.1227;4.82944;5.10542;4.86222;4.86508;4.67371;4.9781;
264236_at;6.29992;6.65101;6.30642;6.55718;6.75242;6.68564;7.00658;6.85059;
264237_at;2.9746;3.09747;2.94216;2.98702;3.16045;3.08742;3.39241;3.16849;
264238_at;7.87366;7.87499;7.10522;6.92905;7.9149;7.96381;7.57371;7.6857;
264239_at;7.6959;7.79079;7.61159;7.98776;7.13811;6.38911;6.25049;6.83361;
264240_at;4.15604;4.25157;4.11122;4.26219;8.07069;7.58124;7.06051;7.31552;
264241_at;3.83248;4.02839;3.79101;3.94526;4.02548;4.14453;3.9468;3.88769;
264242_at;3.2992;3.39871;3.21863;3.16572;3.46599;3.38674;3.48835;3.32985;
264243_at;6.17341;6.27623;6.1401;6.39872;6.04295;6.13635;6.26779;6.04295;
264184_at;5.82553;5.70877;5.74261;5.81267;5.24988;5.64923;5.30987;4.61521;
264185_at;7.2863;7.08731;6.53184;6.671;12.33552;11.4703;11.49308;12.307;
264186_at;5.67678;5.57925;6.01842;5.95423;5.5484;6.03518;6.61408;6.30034;
264187_at;3.51474;3.36543;4.01466;3.80637;3.7239;3.46061;3.53391;3.76334;
264188_at;9.4655;9.59045;9.77922;9.78754;9.23417;8.59041;8.13076;8.89211;
264189_s_at;11.55163;11.58045;11.51763;11.59344;10.92287;9.44876;9.42065;10.22532;
264190_at;7.64966;7.94227;7.54216;8.17126;7.35076;7.19403;7.13205;7.31518;
264191_at;6.4623;6.63595;6.86122;6.72279;6.9397;7.00621;7.46877;7.37381;
264192_at;8.05495;8.06703;7.69036;7.79143;7.7078;7.71757;7.98012;7.80135;
264193_at;8.43206;8.60405;8.61226;8.55477;8.84164;8.64373;8.66552;8.69699;
264194_at;3.57951;3.57765;3.56467;3.53945;3.34795;3.47353;3.53507;3.33882;
264195_at;3.68757;3.50147;3.77345;3.9575;10.13682;9.01321;8.29128;9.16408;
264196_at;4.3963;4.37343;4.46483;4.32794;3.9052;3.63789;3.7953;3.85485;
264197_at;7.58932;7.88211;7.28025;7.47313;7.26088;7.22215;7.35704;7.45515;
264198_at;7.37384;7.70121;7.56804;7.64123;7.08321;7.029;7.28872;7.05443;
264199_at;7.2881;7.12809;6.99436;6.80111;9.18927;8.23007;8.48666;9.04073;
264200_at;4.91103;5.11588;4.40461;4.80847;6.63213;7.24704;6.76068;6.54887;
264201_at;3.34301;3.41315;3.57123;3.13178;6.93941;5.49542;6.12612;6.91715;
264202_at;3.90829;3.83899;6.9181;6.89326;3.66816;3.55349;3.74901;3.54861;
264203_at;11.24275;11.22921;11.27193;11.44142;11.18725;10.95521;11.10301;10.94329;
264204_at;8.70944;8.66978;8.33881;8.24339;9.73693;9.86461;9.5867;9.79475;
264205_at;7.51476;7.74019;7.35911;7.54254;6.72065;6.93335;7.07529;6.97841;
264206_at;7.43002;7.6221;7.5527;7.54217;7.1191;7.88898;7.78408;7.41462;
264207_at;9.33252;9.18395;9.21837;9.03345;9.24497;8.66018;8.68902;9.09346;
264208_at;4.59608;4.75183;4.79169;4.64127;4.59933;4.98328;4.20358;4.67814;
264209_at;7.11796;7.2631;6.79815;6.93838;6.61044;6.44472;6.63172;6.46162;
264210_at;7.87157;8.11752;6.97718;7.07276;8.48012;8.57527;8.55629;8.14448;
264211_at;7.85637;7.84652;7.63297;7.71808;6.70858;6.8937;6.73956;6.66616;
264212_at;5.71832;6.08525;5.72521;6.15389;6.90528;6.91839;6.99881;6.71412;
264213_at;3.86369;3.68831;4.12739;4.14609;5.12814;5.6392;5.1374;4.87679;
264214_s_at;4.61213;4.64796;4.66612;4.5725;4.92683;4.87645;5.35938;5.22089;
264215_at;3.39293;3.34567;3.48768;3.33892;3.57631;3.76511;3.38023;3.49397;
264181_at;4.72335;4.62329;4.84206;4.30252;4.14885;4.04009;4.22229;4.4302;
264182_at;3.00541;3.02779;3.0381;3.14304;2.9523;3.00646;3.01803;3.01622;
264183_at;6.01699;6.28505;5.87026;6.30242;6.10507;5.93605;5.92112;6.20552;
264153_at;3.28296;3.27631;3.25072;3.30931;3.5565;3.34741;3.2752;3.30141;
264154_at;7.06945;7.14723;6.80356;7.14772;7.30327;7.39721;7.47893;7.43386;
264155_at;6.45097;6.44414;6.40304;6.62273;7.15363;7.17254;7.16092;7.07121;
264156_at;8.11275;8.17781;7.71361;8.1391;8.40738;8.94077;8.96514;8.55145;
264157_at;6.09581;6.16617;6.31275;6.30865;5.255;4.92208;4.01501;4.48161;
264158_at;7.76969;7.75782;7.36081;7.54353;10.65758;10.56246;10.63151;10.6785;
264159_at;9.58976;9.52621;9.50508;9.5062;8.8829;8.14346;8.43544;8.91636;
264160_at;4.80762;4.84373;4.73582;4.64263;6.31339;6.1976;6.54043;6.2259;
264161_at;7.01015;7.29939;6.92515;6.95969;7.45021;7.86568;7.906;7.58035;
264162_at;11.02538;11.01332;10.96807;11.02965;9.98471;9.4326;9.52672;9.75956;
264163_at;3.98373;3.88971;3.92006;4.09753;4.68654;4.33062;4.87877;4.96804;
264164_at;7.75495;7.57619;7.53048;7.50059;7.19323;7.16659;6.95388;6.83239;
264165_at;7.1496;7.27105;6.95962;7.16409;8.25352;8.12758;8.23347;8.28229;
264166_at;4.22139;4.22879;4.36515;4.06657;4.44654;4.23878;4.18704;4.1322;
264167_at;4.08169;3.81622;4.38671;3.9031;4.20528;4.43875;3.97446;3.93069;
264168_at;9.3724;9.42778;9.49008;9.35286;9.17368;9.43844;9.17278;9.22003;
264169_at;6.12432;6.18647;6.00211;6.18169;6.88056;6.97758;7.33554;7.16114;
264170_at;5.95172;5.85997;5.9172;5.85426;5.33965;5.23549;5.71567;5.56295;
264171_at;8.58217;8.4221;8.32752;8.27571;7.7525;7.67437;7.60617;7.83847;
264172_at;8.63178;8.47838;8.37023;8.24841;8.62694;8.47638;8.64853;8.57425;
264173_at;8.39924;8.56307;8.13313;8.50675;8.19792;8.41755;8.7385;8.42991;
264174_s_at;3.6593;3.65416;3.77791;3.44336;3.54282;4.05601;3.52382;3.4639;
264175_at;5.48476;5.73218;5.4023;5.49339;5.98866;6.21691;6.16574;5.88478;
264176_at;6.98887;7.10797;6.98689;7.02236;7.58694;7.72167;7.75646;7.43839;
264177_at;7.8491;7.75495;7.47425;7.59066;10.10697;9.60739;9.36112;9.63336;
264178_at;8.70903;8.79327;8.36175;8.51441;8.11313;8.10136;8.40876;8.28688;
264179_at;5.71755;5.84232;5.70269;5.69967;5.97875;5.97944;5.50563;5.79671;
264180_at;4.25667;4.08517;4.12335;4.22125;4.43696;4.64674;4.77618;4.71037;
264146_at;5.61039;6.05045;4.59628;5.00706;7.9375;7.76134;8.09786;8.1508;
264147_at;5.23986;4.73526;4.51715;4.12593;6.72576;4.89751;5.44805;6.51549;
264148_at;3.57254;3.84112;4.01178;4.24911;3.39009;3.5245;4.2259;4.18527;
264149_at;3.62039;3.58784;3.86149;3.60255;3.49524;3.38962;3.54057;3.36556;
264150_at;7.97148;8.00004;8.18443;8.12618;6.89669;6.1366;6.43203;6.63597;
264151_at;3.65048;3.66787;3.5933;3.71659;3.84205;4.18137;3.85841;4.09991;
264152_at;10.52944;10.70028;10.3901;10.59471;9.68939;8.87716;9.08476;9.28994;
264121_at;8.59487;8.54347;8.06252;8.33408;9.97044;9.33492;9.21759;9.62392;
264122_at;8.47277;8.23552;8.34387;8.27606;8.07372;7.5176;7.46921;7.8301;
264123_at;6.57341;6.56028;6.57269;6.736;6.59663;6.02151;6.28518;6.81441;
264124_at;5.38539;5.14175;5.89772;6.1848;6.00488;5.95827;5.83421;6.02229;
264125_at;7.12808;7.37367;7.21829;7.23194;7.48338;7.72597;7.79135;7.44362;
264126_at;7.47277;7.47738;7.50821;7.57858;8.23393;8.43633;8.28988;8.06775;
264127_at;4.16922;4.04483;3.94478;3.97997;4.02548;4.10229;3.94868;3.99054;
264128_at;6.21488;6.20391;6.23663;6.19002;6.35554;6.43848;6.40751;6.276;
264129_at;3.17053;3.04018;3.11761;3.34101;3.93684;4.3914;4.14964;3.57516;
264130_at;6.46089;6.54307;7.0735;6.98425;7.82518;6.98173;7.58197;8.07697;
264131_at;6.73643;6.43004;6.64397;6.88218;7.15626;6.95527;6.59632;7.05366;
264132_at;3.47257;3.39639;3.40785;3.4086;3.37039;3.40076;3.40902;3.41437;
264133_at;5.23464;5.11377;4.99806;5.34516;7.1094;7.26499;6.99742;6.80846;
264134_at;5.24277;5.20128;5.12052;5.26229;5.09341;4.49354;4.36483;4.66436;
264135_at;6.99321;6.95829;6.88787;6.69753;6.37799;7.04785;6.96406;6.87734;
264136_at;4.86938;4.87321;4.81957;4.73001;4.4092;4.52105;4.6681;4.47616;
264137_at;6.44837;6.2995;6.32013;6.31817;5.97802;6.54224;6.79745;6.62455;
264138_at;6.24794;6.32056;6.20077;6.28992;4.4738;4.83998;4.9777;4.75994;
264139_at;3.58129;3.22551;3.73947;3.65458;3.89138;4.05981;3.87263;3.89732;
264140_at;9.62217;9.52071;9.46122;9.6407;8.96981;8.67837;8.78663;8.93617;
264141_at;7.86636;7.69811;7.79697;7.48578;7.52872;7.35587;7.50965;7.70156;
264142_at;5.13655;4.81284;5.16221;4.92882;5.90072;5.55989;5.5894;5.58678;
264143_at;3.69089;3.75837;3.55326;3.87091;3.10259;3.5047;3.28524;3.15249;
264144_at;5.41603;5.99775;4.67148;5.01243;3.43568;3.43888;3.38132;3.31715;
264145_at;4.14488;3.94225;5.62318;5.92188;3.20149;3.47705;3.76378;3.41042;
264118_at;6.16061;6.37814;6.72689;6.72427;7.28837;7.3629;7.15202;7.21699;
264119_at;5.2505;5.52704;5.16506;5.56312;4.154;4.14085;3.86078;3.89547;
264120_at;10.82301;10.5246;10.70672;10.18538;8.81007;8.54455;8.77488;8.80449;
264090_at;4.60193;4.16134;4.49424;4.46491;4.32554;4.22923;4.33998;4.24722;
264091_at;4.69246;4.79901;4.42509;4.56149;5.31463;5.50844;6.06905;5.90577;
264092_at;9.97447;10.07575;8.84726;9.02768;13.62495;13.05376;13.1988;13.44299;
264093_at;6.00402;6.00375;6.09149;5.79028;6.4349;6.36312;6.57847;6.69846;
264094_at;7.14837;7.39918;7.31824;7.25163;7.54934;7.59566;7.51204;7.50767;
264095_at;9.42988;9.33167;9.19953;9.2267;9.54425;9.44027;9.51762;9.51385;
264096_at;4.62821;4.38675;4.4298;4.63679;6.59497;5.95518;6.19492;6.51716;
264097_s_at;10.85204;10.85944;10.81967;10.68294;9.44875;8.6409;8.8539;9.19862;
264098_at;8.13595;8.41329;7.91761;8.30443;7.865;7.55648;7.54245;7.88308;
264099_at;7.37589;7.42681;7.31574;7.40291;8.56334;8.23033;8.41326;8.66185;
264100_at;4.06151;4.622;4.18591;4.42114;7.74136;8.27919;8.49968;8.315;
264101_at;7.23658;7.24717;7.03283;7.04353;6.50447;6.45866;6.41269;6.54191;
264102_at;9.00795;8.67258;8.54289;8.46114;8.04041;8.49024;9.40879;9.19052;
