;GSM237280.CEL;GSM237281.CEL;GSM237282.CEL;GSM237283.CEL;GSM237292.CEL;GSM237293.CEL;GSM237294.CEL;GSM237295.CEL;
259085_at;9.08998;9.08639;8.914;9.12409;9.11426;9.25552;9.21177;9.33532;
259086_at;2.89337;2.97539;2.88517;2.88928;2.96981;3.23889;2.86626;2.93183;
259087_at;5.17256;5.21942;5.14136;5.02354;5.96138;5.96744;6.08502;5.75759;
259088_at;6.25983;5.83313;6.3441;5.89318;4.93281;4.95908;5.06652;5.28164;
259089_at;3.87914;3.86592;4.12699;3.8685;3.90808;4.12258;3.8844;4.27611;
259090_at;10.5184;10.05485;10.6007;10.1925;10.32474;9.56054;9.14023;9.99986;
259091_at;5.88413;6.04638;5.52909;5.55074;7.29251;6.53037;6.89167;7.23529;
259092_at;8.06068;8.17097;7.91953;8.04437;10.25912;10.47614;10.56032;10.39517;
259093_at;6.49683;6.75994;6.6829;6.42207;7.46165;7.75874;7.85131;7.31803;
259094_at;7.53441;7.47626;7.20427;7.50133;8.24834;7.8992;7.90137;7.94864;
259095_at;10.05659;9.99158;10.01681;9.97582;7.97231;6.76255;6.40701;7.36322;
259096_at;12.01076;11.95705;12.06454;11.92033;11.59251;10.95184;10.70076;11.10924;
259097_at;8.96901;9.00767;9.1259;8.87795;8.58161;9.05703;8.95615;8.64804;
259098_at;8.79702;8.9684;8.37177;8.54791;11.61946;11.10594;11.32021;11.54752;
259099_at;8.23857;8.26389;7.88241;7.87923;8.26053;8.95538;8.91155;8.36936;
259100_at;9.14069;9.20789;8.67319;8.96262;7.5792;6.70787;6.72164;7.25085;
259101_at;4.00381;4.01623;3.94424;3.80366;4.52118;4.60026;4.06568;4.32202;
259102_at;9.08284;8.93214;8.50018;8.38811;8.5898;8.15028;8.28243;9.1485;
259103_at;8.12217;8.20567;8.07403;7.86714;7.20191;6.60507;6.87952;7.12937;
259069_at;9.83551;9.87528;10.00036;10.08499;10.23153;9.92291;9.56706;9.73165;
259070_at;7.27375;7.04601;7.28309;7.16702;9.32513;9.43705;9.35689;9.44829;
259071_at;6.6677;6.66533;7.68461;7.79072;6.61638;6.05621;6.11145;6.34705;
259072_at;8.27422;8.26642;8.49483;8.82748;9.07484;8.16774;7.74718;8.77256;
259042_at;5.542;5.72722;5.26646;5.67112;5.13708;6.31433;5.49001;5.00789;
259043_at;5.16299;4.92504;4.96706;4.53537;4.3347;4.16239;4.58054;4.54458;
259044_at;2.8834;3.0195;2.97999;3.04835;3.26583;3.16336;3.20472;3.23898;
259045_at;3.4279;3.37164;3.43398;3.46541;3.53191;3.43879;3.64361;3.51654;
259046_at;3.46406;3.51997;3.51344;3.35741;3.56036;3.76437;3.5158;3.73972;
259047_at;9.50797;9.33697;9.57358;9.50936;9.24978;9.3064;9.36982;9.61891;
259048_at;7.5885;6.7283;7.40928;6.8765;7.08005;6.71058;6.63868;7.17662;
259049_at;4.74125;4.74392;4.54416;4.5725;4.55944;4.3243;4.73373;4.62522;
259050_at;6.52696;6.13244;6.49532;6.30967;6.27657;6.73895;6.5761;6.46847;
259051_at;8.95339;8.98014;8.98471;8.93568;8.36773;8.02054;8.23716;8.38417;
259052_at;7.94228;8.25917;7.73815;7.88941;7.69686;8.50691;8.73612;7.9791;
259053_at;7.24799;7.27732;7.15122;7.45868;6.53624;6.35776;6.71495;6.79922;
259054_at;3.39707;3.35747;3.59035;3.37272;4.1705;3.64207;3.83564;4.04042;
259055_at;7.66152;7.73871;7.56758;7.58696;7.9644;8.15716;8.04943;8.102;
259056_at;7.28671;7.68753;7.24077;7.69564;7.20331;6.62608;6.80443;6.90836;
259057_at;8.11859;8.3966;8.17951;8.35669;6.99288;7.25324;7.54922;7.06548;
259058_at;5.61565;5.78354;5.34332;5.16541;5.4426;5.31659;6.33332;5.90526;
259059_at;7.61597;7.67091;7.87619;7.8091;8.30443;7.83065;7.88864;8.06859;
259060_at;6.88911;7.04907;7.21653;6.99507;7.49609;7.91964;7.68128;7.61228;
259061_at;8.23749;8.44144;8.34999;8.52392;7.40878;7.73096;7.74267;7.42752;
259062_at;5.8762;6.01437;6.27185;5.94423;6.35114;6.31585;5.84429;6.60871;
259063_at;4.53562;4.47214;4.45497;4.52089;4.14176;4.19775;3.96291;4.17677;
259064_at;3.90745;3.97749;3.59092;3.4151;3.55581;3.5193;3.51085;3.56515;
259065_at;5.22242;5.0762;5.21376;4.97666;5.31346;5.55927;5.80413;5.52277;
259066_at;5.76694;5.67751;5.97013;5.77902;6.08934;6.86583;6.39447;6.35468;
259067_at;6.45105;6.445;6.39433;6.38236;6.5903;6.69083;7.51687;6.66547;
259068_at;9.21843;9.23723;9.19475;9.27649;9.1931;8.70193;9.00375;9.35457;
259041_at;7.87667;7.58512;7.96898;7.50647;7.097;7.17932;6.82475;6.93804;
259010_at;7.32692;7.26932;7.28741;7.24338;5.72086;5.82977;5.29094;5.4521;
259011_s_at;3.72786;3.86398;3.69441;3.72215;4.13954;4.32683;4.34357;4.24689;
259012_at;8.18619;7.96657;8.65912;8.32291;7.37746;7.48279;7.59532;7.36498;
259013_at;8.60584;8.44688;8.52958;8.3171;10.25064;8.97234;9.03127;9.93284;
259014_at;8.86406;9.10465;8.96285;9.04355;7.01253;7.06075;5.9382;6.18597;
259015_at;8.24882;8.50606;8.52313;8.7086;9.61453;9.76905;9.77212;9.46325;
259016_at;11.7701;11.75893;11.8483;11.73332;10.25228;8.80091;9.07522;10.16942;
259017_at;8.54867;8.44751;7.10522;7.13028;10.21548;9.86385;9.68512;10.0515;
259018_at;7.35808;7.50973;8.00407;8.09839;7.42039;5.93817;5.88646;6.7238;
259019_at;6.52092;6.42196;6.49566;6.69459;6.63858;6.85389;7.16882;7.02834;
259020_at;8.88642;8.94839;9.09264;9.03198;9.84919;9.44669;9.5965;9.57957;
259021_at;5.92302;6.29484;6.01948;6.05166;6.69523;6.81562;6.12234;6.32503;
259022_at;6.24572;6.50327;6.83209;6.82185;5.8936;6.1233;5.7661;5.41401;
259023_at;6.83207;6.94891;6.79293;6.75679;7.34404;7.07601;6.79745;7.00682;
259024_at;3.86661;3.70749;3.97063;3.79934;3.9118;4.47436;4.00629;3.79256;
259025_at;4.66749;4.56219;4.66474;4.64796;4.87254;5.24796;5.21378;5.2135;
259026_at;4.93953;5.03163;4.73946;4.63647;4.44206;3.63859;4.03745;4.01105;
259027_at;4.71827;5.02332;4.86291;5.00003;4.72512;4.48226;4.696;4.54298;
259028_at;5.38059;5.59855;5.08279;5.51862;4.02548;4.4333;4.22141;4.19845;
259029_at;9.90215;9.78054;9.88006;9.85062;8.91052;8.7943;8.65815;8.75264;
259030_at;4.74306;4.8138;4.62274;4.74471;5.40524;5.50341;5.5354;5.9004;
259031_at;4.63657;4.53838;4.5162;4.53652;4.51896;4.36038;5.10527;4.78537;
259032_at;3.46283;3.58851;3.45963;3.44972;3.39259;3.73661;3.80615;3.68447;
259033_at;5.89938;6.00717;6.16309;6.25293;5.90318;6.15953;5.84615;5.48317;
259034_at;8.22087;8.09249;7.90127;7.80246;7.27528;6.74001;6.94173;7.15894;
259035_at;4.38264;4.27728;4.40829;4.48493;4.35601;4.2249;4.20239;4.23451;
259036_at;11.05143;11.19643;10.65911;10.01674;5.74354;5.43897;6.35677;5.69543;
259037_at;7.12132;7.04909;7.88825;8.2644;7.41827;7.3735;7.81853;7.53121;
259038_at;5.59945;6.03021;5.42317;5.39902;9.40438;10.02209;9.85246;9.47851;
259039_at;6.0249;6.02939;6.22098;5.87145;7.65133;7.58286;7.867;8.02372;
259040_at;8.17175;8.09082;7.67853;7.8908;3.6986;3.92977;3.77769;4.1661;
259006_at;12.82555;12.72385;13.04609;12.80866;12.1805;11.90808;11.84917;12.03822;
259007_at;5.19879;5.60675;5.33259;5.58;5.9559;6.4486;6.30867;5.84337;
259008_at;9.9281;9.96208;9.55995;9.73167;11.0428;11.17387;11.92008;11.61873;
259009_at;13.64839;13.42821;13.65004;13.47391;11.27986;11.5265;11.4598;11.05576;
258978_at;8.37412;7.98135;7.58549;7.52373;6.76562;6.62318;6.60975;6.97496;
258979_at;9.99982;9.90891;10.92549;10.81821;10.80971;10.92689;10.86512;10.90417;
258980_at;4.04334;4.17199;4.18573;4.04688;3.9813;3.99201;4.20449;4.18167;
258981_at;3.47982;3.39571;3.59163;3.614;3.02317;2.86959;3.27328;3.05598;
258982_at;3.77693;3.53391;3.77558;3.793;3.94567;3.7507;4.57042;4.51847;
258983_at;6.60659;6.49508;8.46073;8.74855;6.24036;5.8716;6.63733;6.8972;
258984_at;5.24438;5.23088;6.1183;5.89816;4.27706;4.27932;4.90439;4.90759;
258985_at;7.09817;6.54368;7.00105;6.50509;6.35279;6.15855;6.10257;6.47976;
258986_at;5.76893;5.91019;5.64014;5.84428;5.22025;5.88766;5.66661;5.30595;
258987_at;6.60555;6.7099;6.50009;6.78809;6.84019;7.07826;6.90847;6.95676;
258988_at;8.55327;8.40842;8.04799;7.89763;8.03717;7.83239;7.76098;7.81955;
258989_at;5.94567;5.95196;5.54182;5.77795;8.39478;7.83406;7.87683;8.30114;
258990_at;5.45132;4.92492;5.45512;5.20955;5.54845;6.00398;5.58807;5.55597;
258991_at;4.55366;4.88156;4.70486;4.71776;4.78035;5.0575;4.87687;4.91411;
258992_at;9.88964;9.90854;9.71302;9.80885;8.86733;8.52417;8.54549;8.54119;
258993_at;5.73994;5.9824;4.92021;4.69085;12.80794;12.39501;12.00103;12.61996;
258994_at;8.49647;8.29359;8.62848;8.52176;7.83452;7.90672;7.58093;7.76099;
258995_at;9.46941;9.4081;9.82335;9.71693;9.21822;8.76905;8.07486;9.24646;
258996_at;6.63218;6.65676;7.09407;6.97935;7.30511;6.79449;7.1341;7.10803;
258997_at;7.26911;7.26928;7.22741;7.08874;8.16632;8.46722;7.79826;8.01892;
258998_at;7.29987;7.16104;8.16949;7.72644;7.03099;6.4423;6.19344;7.24004;
258999_at;7.0538;6.98693;6.88814;6.76019;7.58508;6.73159;6.65944;7.29555;
259000_at;7.3517;7.56766;6.81685;7.0493;6.13012;6.25792;5.54976;6.21746;
259001_at;3.66309;3.41326;3.80089;3.81704;6.18851;5.69253;4.90657;5.61687;
259002_at;5.08972;5.20809;5.18409;4.98576;5.48539;5.12045;4.66574;5.33063;
259003_at;4.06151;3.99634;3.92545;4.08614;3.75603;4.24012;4.04506;3.88233;
259004_at;4.42401;4.18354;4.36439;4.37146;4.01249;4.07626;3.83779;3.9788;
259005_at;8.49803;8.31592;8.42053;8.41356;5.58338;5.44406;5.3025;5.53319;
258971_at;5.30593;5.44665;4.91826;5.19209;5.30426;5.48756;5.24485;5.18583;
258972_at;6.56759;6.63268;6.73092;6.41274;7.97401;7.56173;7.6138;7.98477;
258973_at;5.66324;5.66073;6.03555;6.08285;5.23992;5.19574;5.19272;5.38152;
258974_at;5.47538;5.78014;5.5107;5.38728;5.86531;6.13758;6.49939;6.00403;
258975_at;7.52289;7.57062;8.01926;8.16296;5.10538;5.08494;5.50251;5.08184;
258976_at;6.18338;6.65026;5.81898;6.22141;7.50905;7.49023;7.5854;7.65279;
258977_s_at;8.63477;8.64346;8.47511;8.34789;10.11937;9.93871;9.55853;9.68954;
258947_at;3.1275;3.01071;7.94162;8.22953;3.10205;3.08566;3.07952;3.1671;
258948_at;10.17103;10.15457;10.10331;10.00529;9.82365;9.14811;9.32545;9.62633;
258949_at;6.32308;6.58369;6.41588;6.47775;8.69228;8.95468;8.7147;8.3444;
258950_at;6.95144;6.68712;6.91793;6.76379;6.9696;6.77897;6.59941;6.82006;
258951_at;6.31506;6.45272;6.03423;6.50387;4.82494;5.47895;5.20749;4.97147;
258952_at;6.42327;6.34537;6.67854;6.42441;6.38903;7.00846;6.38243;6.37911;
258953_at;6.33566;6.52318;6.14083;6.37678;6.46291;6.85212;7.2102;6.77737;
258954_at;8.17179;8.33706;7.68201;7.85522;7.58226;8.38107;8.40678;8.09334;
258955_s_at;3.37614;3.22127;3.43689;3.38078;3.42895;3.11655;2.94916;3.46122;
258956_at;4.10157;4.03833;4.19727;4.01571;8.65189;7.63402;8.36845;8.49046;
258957_at;11.42475;11.30952;11.92269;11.73279;5.47123;5.81336;7.33609;6.99545;
258958_at;9.6741;9.61797;9.14464;9.26569;7.85275;6.67791;7.15657;7.62372;
258959_at;4.34991;4.3389;4.37862;4.41726;4.39685;4.39738;3.99996;4.29739;
258960_at;4.23507;3.90942;4.02508;4.23026;4.57247;4.80337;4.58619;4.22188;
258961_at;4.27011;4.28727;4.32407;4.24716;4.47457;4.21357;4.32138;4.59659;
258962_at;4.35076;4.12381;3.92492;4.43019;6.52914;5.86208;6.3021;6.69314;
258963_at;6.94123;6.9955;6.64529;6.72721;6.42173;6.53528;6.66823;6.78151;
258964_at;6.39532;6.31778;6.43502;6.47744;6.1614;5.92256;6.03848;5.80755;
258965_at;6.31949;6.36843;6.68621;6.43462;6.87811;6.40256;6.35546;6.58366;
258966_at;7.20727;7.11509;7.54939;7.3753;8.43158;8.05796;7.65568;8.08446;
258967_at;5.49425;5.54509;5.37543;5.53221;5.42143;5.04817;5.1374;5.34532;
258968_at;3.17805;3.44136;3.40372;3.4372;3.35255;3.75059;3.58723;3.64496;
258969_at;3.83541;3.76878;3.8507;4.08116;4.03285;3.86801;3.95548;3.77504;
258970_at;9.7463;9.74994;9.76922;9.67641;7.95059;7.51004;7.93362;7.9907;
258943_at;5.3138;5.08874;5.18762;5.11837;5.18512;4.95258;5.33447;4.90797;
258944_at;5.94775;5.91724;6.30052;6.03311;5.72039;5.49323;5.30331;5.26449;
258945_at;6.69305;6.70249;6.18436;6.46423;5.48391;5.75554;5.20255;5.61801;
258946_at;7.9367;7.74633;7.94037;7.777;7.49895;7.3411;6.83412;7.43209;
258915_at;7.3853;7.79271;7.7328;7.77171;6.89756;7.26153;7.21502;6.92679;
258916_at;7.5849;7.62942;7.4318;7.53874;9.86489;9.66404;9.77627;9.99908;
258917_at;7.11876;7.0219;6.65153;6.70181;6.59321;6.72059;6.41916;6.56051;
258918_at;4.73331;4.59574;4.66958;4.52286;4.52367;4.82436;4.79596;4.77756;
258919_at;6.63586;6.85335;6.56282;6.59529;7.29887;7.11915;7.19386;7.4857;
258920_at;5.32354;5.16159;5.47093;5.52235;7.38658;7.92202;8.19025;7.73844;
258921_at;9.65039;9.59142;9.61682;9.4604;7.83885;8.39872;8.58309;8.33905;
258922_at;9.66304;9.83493;9.83613;9.90271;10.21914;9.92549;9.67436;9.72804;
258923_at;4.0325;3.88736;4.23191;4.22996;6.70429;6.7026;7.5108;7.73498;
258924_at;7.67322;7.8309;7.84729;7.97023;8.37465;7.59403;7.44339;8.32886;
258925_at;7.34411;7.39842;7.24481;6.96272;10.32675;10.36069;10.44328;10.66201;
258926_s_at;6.37239;5.87967;6.47428;6.11289;6.8414;7.1369;7.11753;7.05667;
258927_at;6.92824;6.74344;6.83088;6.62421;8.23683;8.89987;8.56781;8.10694;
258928_at;4.877;5.06632;5.06632;5.10542;5.62248;5.86049;5.68698;5.68822;
258929_at;6.66982;6.58737;6.26686;6.26302;9.57531;9.26065;9.37569;9.1782;
258930_at;4.02703;3.93337;4.44206;3.88025;4.77676;5.05233;5.22758;4.36194;
258931_at;3.91424;3.88963;4.01335;4.36372;5.35099;5.76039;5.8271;5.90529;
258932_at;4.48522;4.31462;4.37636;4.48232;5.16454;5.20908;5.64676;5.39848;
258933_at;7.44177;7.25883;7.35239;7.24882;7.54316;7.29831;7.29661;7.17047;
258934_at;7.27285;7.2141;7.17823;7.24547;7.72873;7.55917;7.4923;7.46734;
258935_at;4.75541;4.86186;4.77662;5.04549;5.02422;4.76133;4.75338;4.29497;
258936_s_at;4.11741;4.05544;4.22597;4.14956;4.12323;3.51026;4.55762;3.99152;
258937_at;10.11069;10.13554;10.0062;10.27243;9.808;9.59958;9.71063;9.5346;
258938_at;7.69519;7.82399;7.78374;7.85281;8.29054;7.78719;7.83315;7.7881;
258939_at;9.0937;9.30478;8.79313;8.80458;8.87007;7.87419;7.95488;8.54132;
258940_at;3.13647;3.09395;3.19667;3.16031;2.95078;2.95837;3.23813;3.12288;
258941_at;9.12367;9.19139;10.39221;10.19467;4.34654;4.24839;4.2037;4.38618;
258942_at;4.2562;4.30107;3.93029;4.1707;3.92604;4.15727;3.98833;4.05618;
258883_at;7.12504;6.92639;6.98909;6.9616;7.83075;7.98468;8.31843;7.9827;
258884_at;7.53375;7.47248;7.68058;7.86303;8.90418;8.68387;8.45301;8.73062;
258885_at;7.42602;7.24635;7.20949;7.01214;7.55567;7.63813;7.5708;7.57102;
258886_at;3.47316;3.39043;3.60249;3.54089;3.56562;3.3958;3.71689;3.56761;
258887_at;5.04094;5.28778;5.5427;5.76967;5.60738;5.72548;6.06237;5.99918;
258888_at;4.99741;5.1067;5.17248;5.32483;5.66638;6.17564;6.0611;5.65637;
258889_at;3.67239;3.63567;3.75554;3.6078;3.58987;3.74776;3.72179;3.67829;
258890_at;7.86393;7.88412;8.52991;8.46646;6.93236;6.50236;7.35491;7.8;
258891_at;7.41455;7.09911;7.36345;7.13162;7.08828;7.06674;6.66671;7.06404;
258892_at;7.83608;7.99542;8.03505;7.96219;7.64218;8.41613;8.20055;7.76794;
258893_at;4.13793;4.05939;4.25579;3.86207;4.19967;4.1333;4.48425;4.52227;
258894_at;3.81711;3.84308;4.00302;3.70719;4.63213;5.04342;4.60197;4.19993;
258895_at;3.70434;3.8267;3.70189;3.77587;7.88387;8.40895;8.27767;7.85792;
258896_at;7.48489;7.39318;7.1881;7.46229;6.94461;6.90945;7.44797;6.77943;
258897_at;3.66827;3.58627;3.3968;3.33927;10.77476;10.07704;9.81025;9.97224;
258898_at;4.39895;4.31278;4.3082;4.29185;4.51506;4.30257;4.18755;4.42372;
258899_at;4.75673;4.94851;4.43619;4.60384;4.90054;5.20439;5.21791;4.95021;
258900_at;11.87642;11.89789;12.00021;12.05725;11.9359;11.65361;11.37968;11.82204;
258901_at;7.14156;7.45198;6.50412;6.55763;6.72667;6.70081;6.95285;6.8415;
258902_at;7.57334;7.4852;7.32685;7.2544;8.72418;8.29043;8.45089;8.69695;
258903_at;8.52823;8.54273;8.65291;8.49914;7.77909;8.26687;8.08729;8.00108;
258904_at;9.42151;9.57279;9.41964;9.58024;9.4916;9.9835;9.86873;9.58621;
258905_at;10.57156;10.52682;10.23539;10.17413;5.16578;5.42535;5.25815;5.29515;
258906_at;8.22064;8.27814;7.66792;7.46765;8.058;7.62469;7.59133;7.7886;
258907_at;6.31661;6.23348;6.01104;5.87172;5.26192;5.05822;4.20393;4.80538;
258908_at;9.60742;9.4958;9.14411;9.33889;9.54908;9.2362;9.45674;9.43824;
258909_at;7.32918;6.9143;7.06784;6.88769;6.94938;7.25103;7.16366;7.09393;
258910_at;7.38234;7.10064;7.28904;7.09176;7.70951;7.96273;8.02916;8.04824;
258911_at;7.21234;7.23961;6.93575;6.89868;6.81331;6.58449;6.41153;6.75726;
258912_at;8.78461;8.62742;8.61267;8.5692;5.57388;5.9814;5.76879;5.77502;
258913_at;7.61883;7.39078;7.38805;7.5774;7.14476;7.31571;7.20765;7.26306;
258914_at;4.78514;4.90656;5.24636;5.06314;4.23967;4.25397;3.65661;4.20978;
258880_at;9.03172;8.81379;8.28518;8.19079;6.47515;6.11927;6.04821;6.31725;
258881_at;7.35517;7.30003;6.92449;7.24795;7.3141;7.09763;7.66418;6.95345;
258882_at;8.40287;8.51248;7.8799;7.93417;8.93038;8.99519;9.05173;8.79777;
258852_at;9.97577;9.83867;9.72497;9.63979;6.48413;6.90744;6.78461;6.33011;
258853_at;6.85591;7.00873;6.56628;6.79331;7.08869;7.58094;7.79271;7.18098;
258854_at;4.51181;4.56162;4.50016;4.2562;4.83651;4.57748;4.57748;4.51592;
258855_at;6.5005;6.39774;6.94754;6.8855;6.14303;6.35227;6.25691;6.12561;
258856_at;8.34821;8.34999;7.97047;7.94572;7.50873;7.39744;6.99396;7.00435;
258857_at;6.81417;6.99543;6.34955;6.19943;9.08927;9.21107;9.01052;9.14;
258858_at;12.22961;12.32403;12.51404;12.48089;11.64605;10.9971;10.67386;11.48845;
258859_at;7.10154;7.04343;7.00084;6.9199;6.11106;6.05398;5.17325;5.21936;
258860_at;6.33544;6.76326;6.85417;6.73995;8.50218;8.25699;8.3962;8.63662;
258861_at;5.77968;6.02876;6.06731;6.22146;8.48692;8.50557;8.41407;8.46057;
258862_at;11.60602;11.40897;11.42191;11.44159;11.19141;11.31014;11.27306;11.19575;
258863_at;6.50653;6.70991;6.62703;6.52774;6.48038;6.64147;6.36817;6.60108;
258864_at;7.39035;7.35499;7.10159;7.22764;7.06439;7.23974;7.5474;7.13811;
258865_at;3.85403;3.81075;3.92607;4.06807;3.70001;3.76568;3.80602;3.20054;
258866_at;7.04913;7.14822;7.05716;7.04675;6.23817;6.09569;6.12965;6.2592;
258867_at;6.55629;6.22278;6.19562;6.52032;5.68168;5.95196;5.10802;5.02272;
258868_at;6.81851;6.92382;6.8413;7.03753;7.11289;7.06856;6.75558;6.97461;
258869_at;5.64733;5.72748;5.57658;5.99438;7.3141;6.93539;7.14979;7.14123;
258870_at;4.01057;3.98484;4.23705;4.08483;3.90147;4.07892;3.58295;3.97893;
258871_at;6.44766;6.52046;6.55958;6.70733;6.37428;6.50001;6.72249;6.54763;
258872_at;4.22435;4.31421;4.28064;4.13269;3.863;4.01707;3.57487;3.7132;
258873_at;3.72084;3.82077;3.79815;3.79166;4.44684;4.02222;3.86807;3.79568;
258874_at;5.02168;5.09583;5.17325;4.9842;5.03404;5.03696;5.05169;5.08279;
258875_at;9.88221;9.83728;9.84554;9.79848;8.77569;8.34443;8.33569;8.37218;
258876_at;6.83145;6.71639;6.87042;6.78156;6.81641;6.57086;6.84519;6.74929;
258877_at;7.94598;7.76729;7.91948;8.06175;6.87561;6.30686;6.59059;6.55292;
258878_at;6.76609;6.89017;6.2696;6.45867;5.56001;5.72817;5.40403;5.52667;
258879_at;8.61668;8.76276;9.11452;9.28012;7.35197;7.58308;9.16652;8.99499;
258845_at;9.1684;9.22738;8.68492;8.64638;10.26337;9.552;9.41292;9.79203;
258846_at;10.84562;10.71506;10.9797;10.68264;9.47925;9.18712;9.58934;9.48863;
258847_at;10.53335;10.41818;10.49049;10.51848;9.72151;9.6787;9.80808;9.98369;
258848_at;8.10179;8.12441;8.01161;8.16378;7.67569;8.05223;7.76168;7.84388;
258849_at;10.98724;10.93863;10.90374;10.99792;10.58618;10.73406;10.96378;10.89022;
258850_at;10.15644;9.86433;10.61162;10.24759;7.79788;7.99895;7.94799;7.70012;
258851_at;5.71809;6.09544;5.77163;5.92854;8.03081;7.88392;6.77595;6.89871;
258821_at;10.37373;10.43756;10.59264;10.60913;10.42857;9.56827;9.56585;9.89595;
258822_s_at;7.85282;7.8985;7.54419;7.65057;7.5303;7.85287;8.12877;7.96658;
258823_at;7.23393;7.35994;7.57364;7.57626;7.17639;6.5941;6.96582;7.05054;
258824_at;6.9216;7.00858;7.05686;7.1444;6.7912;7.01215;6.76476;6.97553;
258825_at;8.0588;8.15589;8.24264;8.18051;7.66959;7.61112;7.61028;7.58688;
258826_at;9.01488;9.10966;9.19655;9.14486;8.76698;8.80523;8.76921;8.6633;
258827_at;4.19179;4.13327;4.21228;4.06453;4.24606;3.81535;4.32703;4.14381;
258828_at;7.03903;7.41529;6.95229;7.09978;5.94989;5.43047;5.5557;5.37796;
258829_at;9.78606;9.62226;9.84515;9.60393;8.44121;8.83046;8.68913;8.75164;
258830_at;9.74446;9.8162;10.44414;10.47146;9.10356;9.5572;9.6292;9.36839;
258831_at;6.1085;6.34391;6.04266;6.29334;6.02094;6.25668;6.09723;6.12561;
258832_at;5.87641;5.69783;4.69235;4.67672;5.04682;4.76007;4.93743;4.53693;
258833_at;5.95182;5.7458;5.73879;5.76314;4.42656;5.1169;5.39583;5.12954;
258834_at;8.38623;8.67542;8.90157;8.99789;9.2684;9.70611;9.79535;9.44895;
258835_at;3.9434;3.93138;4.08551;3.82549;3.90853;3.76657;4.26114;3.91462;
258836_at;5.97733;5.7828;5.91378;5.70981;6.59902;6.48604;6.20243;6.2931;
258837_at;12.21006;12.37108;12.21444;12.34855;11.79578;11.34654;11.15573;11.47246;
258838_at;8.21343;8.23477;8.19824;8.15442;8.26274;8.07014;8.05683;8.20963;
258839_at;6.94599;6.93143;7.11136;7.07836;7.51134;7.25415;7.18098;7.28804;
258840_at;4.98772;4.97047;4.86638;5.07149;5.07923;4.90666;4.9408;5.06155;
258841_at;3.61201;3.54118;3.58275;3.34626;3.38973;3.62496;3.49929;3.46226;
258842_at;8.04155;8.01511;8.0771;8.10642;7.86443;7.71869;7.86356;7.92749;
258843_at;3.41807;3.34863;3.33175;3.28486;3.7531;3.5234;3.56097;3.68837;
258844_at;7.57995;7.54944;7.12392;7.31578;7.20658;7.41749;7.28131;7.27004;
258817_at;5.1109;4.8993;4.69368;4.79646;5.25229;5.31689;5.37105;5.42794;
258818_at;7.01732;6.87877;7.24179;6.99504;6.56642;6.59996;6.18837;6.64855;
258819_at;7.49064;7.61361;7.37425;7.29658;7.77652;6.9813;7.29439;7.62183;
258820_at;7.89076;8.04456;7.68944;8.29696;8.4285;8.2945;8.01427;8.34118;
258789_at;6.69751;6.92723;6.92582;7.06164;7.43149;7.22638;6.85429;7.09441;
258790_at;8.15017;8.07303;8.05102;8.04608;8.30684;8.15849;7.92968;8.00992;
258791_at;10.77036;10.69963;10.99631;11.0441;9.683;9.20824;8.78862;9.19524;
258792_at;7.18236;7.31997;10.17515;9.95558;6.43521;6.73264;7.3397;6.50527;
258793_at;9.21053;9.24307;9.30977;9.43027;7.84921;7.88661;7.86848;7.54731;
258794_at;6.82333;6.92445;7.20134;7.46773;6.6902;6.25199;6.83428;6.73788;
258795_at;8.34994;8.34406;8.00331;7.96937;4.32962;4.11723;3.87189;4.26133;
258796_at;6.56606;6.91646;5.96715;6.17002;7.16227;7.18144;6.63484;6.69769;
258797_at;10.42991;10.27851;10.01425;9.73301;10.13321;9.45875;9.4603;9.98819;
258798_at;3.77089;3.84876;3.79815;3.9435;3.57401;3.72965;3.70908;3.43663;
258799_at;8.07461;7.8819;8.16059;8.20756;7.86748;7.99609;7.87425;7.76261;
258800_at;4.90959;4.83476;4.79741;4.70611;8.96084;9.11717;9.07129;8.83575;
258801_at;7.83989;8.17981;7.68306;7.7252;7.95897;8.09517;8.1469;7.9132;
258802_at;4.9699;5.27113;5.57538;5.40217;6.99888;6.57458;6.40919;6.9644;
258803_at;9.72396;9.75847;9.69814;9.39612;8.26779;8.51953;8.52005;8.41594;
258804_at;4.67926;4.6611;4.33927;4.81063;8.83321;8.68009;8.67256;8.89442;
258805_at;8.44543;8.7519;8.14687;8.46492;5.07926;5.5856;5.97082;5.84636;
258806_at;4.63324;4.65403;4.7939;4.82976;4.92019;4.96861;5.55483;5.29508;
258807_at;4.56938;4.47253;4.3732;4.17486;4.39757;4.3035;4.59128;4.72917;
258808_at;4.73516;4.62811;4.8282;4.85292;4.29459;4.3779;4.65568;4.47894;
258809_at;8.30199;8.30605;7.693;7.6959;4.53459;5.27456;5.97203;5.69657;
258810_at;6.89448;6.95675;6.89346;6.96582;7.436;7.75902;7.96398;7.46678;
258811_at;9.83694;9.63883;9.66237;9.49258;9.2899;8.28135;8.4758;9.38976;
258812_at;7.83266;7.93683;8.21809;8.03164;8.24685;8.28156;8.15969;8.48269;
258813_at;7.40436;7.41434;6.62313;6.62274;5.17709;5.10691;5.31817;5.20181;
258814_at;6.99162;7.24931;7.14412;7.21819;7.59439;7.08134;6.99454;7.1613;
258815_at;5.02005;5.03045;4.79656;5.05971;5.89141;5.36046;6.56556;7.32242;
