"date","fondo 1","fondo 2","fondo 3","fondo 4","fondo 5","fondo 6","fondo 7","fondo 8","fondo 9","fondo 10","fondo 11","fondo 12","fondo 13","fondo 14","fondo 15","fondo 16","fondo 17","fondo 18","fondo 19","fondo 20","fondo 21","fondo 22","fondo 23","fondo 24","fondo 25","fondo 26","fondo 27","fondo 28","fondo 29","fondo 30","fondo 31"
2019-11-18,1.16340120373928,1.18749099293846,1.16047448522829,1.16052455250311,1.14798056772719,1.14799295271654,1.12437159975208,1.16281770094181,1.16712243629584,1.12072419106317,1.18748799231508,1.17798485367906,1.16502414506751,1.16559823831661,1.21879840672715,1.12735466718542,1.1271446278296,1.17842876165113,1.08028623102933,1.16471099521947,1.16386952405543,1.18757646118892,1.1610346266166,1.11348246674728,1.12068566133889,1.12050274941084,1.18683731391239,1.18683197947841,1.14793046769936,1.17795595978937,1.17789757412399
2019-11-19,1.17326839360372,1.21330190763792,1.18083985550873,1.18088770156748,1.14267388825542,1.14264000379993,1.13072030969169,1.17274622199062,1.17638566317243,1.1299173042739,1.21331958661659,1.19676336458069,1.16795699985206,1.16846229187072,1.22262935820564,1.14908143408424,1.14892487390496,1.19653497571479,1.08573008849558,1.17207966109948,1.17113992108572,1.21364227932733,1.17990752416982,1.13267230366811,1.12966692486445,1.12956103711876,1.21260058021786,1.21259627464904,1.14265129682997,1.19676517086222,1.19684036182953
2019-11-20,1.18197671883856,1.22822620827105,1.17766805924801,1.1777012539796,1.14460994939368,1.14457543792659,1.1317167263709,1.18145480101906,1.18934572301426,1.14692447034733,1.22821700792109,1.20769354063151,1.17461101506545,1.17512018051604,1.22037272576453,1.16191463047766,1.16167866029995,1.20783239486633,1.08488335435057,1.18686643920289,1.17963336549426,1.22860841423948,1.17652604289418,1.14259201979586,1.1396862745098,1.13964251516119,1.22746208965172,1.22749445676275,1.14414774145246,1.20821529745042,1.2081935483871
2019-11-21,1.16163570691434,1.21958537915985,1.16118769883351,1.16126733186471,1.15183724509427,1.15184882434967,1.12701252236136,1.16111423991682,1.17159205231388,1.12572563992675,1.21957750669444,1.19834763469329,1.16903283052351,1.16957947814168,1.21610380968225,1.1438546561652,1.14361808376057,1.19677256681795,1.08049681628803,1.16927210552027,1.16191962543894,1.21912658358224,1.16150588235294,1.11659548505186,1.12589815682599,1.12587412587413,1.21888649306131,1.21888104171265,1.15145572484538,1.19818716315532,1.19819068394713
2019-11-22,1.17505195704884,1.22838203530376,1.16592469629518,1.16589757655942,1.14886499402628,1.14893210377944,1.13322765180233,1.17448961786774,1.18478123018389,1.14326052002039,1.2283423521819,1.20647139617338,1.17528012241473,1.1758909750478,1.22357498616491,1.15020848500894,1.14994340502031,1.20530436979035,1.08687775677379,1.18228396886393,1.17525098210388,1.22613039447935,1.17077647058824,1.12866389838788,1.13466645836588,1.13462608281014,1.22772058009521,1.22627455307879,1.14895531340598,1.20614384695567,1.20473501860644
2019-11-23,1.17114745609114,1.22960312134993,1.15736648940154,1.15730804958519,1.14074214672108,1.14075620285592,1.12554764512596,1.17060869565217,1.18215754508067,1.14510173619295,1.22959373835259,1.20462446180832,1.16830225711482,1.16890015106476,1.21643926056338,1.14415037197972,1.14392634786064,1.20366259711432,1.07948056011891,1.17787376067537,1.17136517880449,1.22613039447935,1.15780900967982,1.1313582665116,1.13635296878667,1.13634192932187,1.22096223714632,1.22627455307879,1.14895531340598,1.19945121951219,1.20473501860644
2019-11-24,1.17114745609114,1.22960312134993,1.15736648940154,1.15730804958519,1.14074214672108,1.14075620285592,1.12554764512596,1.17060869565217,1.18215754508067,1.14510173619295,1.22959373835259,1.20462446180832,1.16830225711482,1.16890015106476,1.21643926056338,1.14415037197972,1.14392634786064,1.20366259711432,1.07948056011891,1.17787376067537,1.17136517880449,1.22613039447935,1.15780900967982,1.1313582665116,1.13635296878667,1.13634192932187,1.22096223714632,1.22627455307879,1.14895531340598,1.19945121951219,1.20473501860644
2019-11-25,1.18284210072067,1.24133303511519,1.16680398472025,1.1667894551395,1.14800227768815,1.14796717111817,1.12862814895947,1.18234782608696,1.18962353685543,1.15146515829994,1.24134675114921,1.21591452718865,1.17217860647694,1.17274986599094,1.21357834507042,1.15978668773454,1.15955755729236,1.21556856018565,1.08182742705155,1.18528516737018,1.18328547811711,1.23789782675868,1.16711653015637,1.1477627471384,1.14386294297113,1.14382362304998,1.23263239017946,1.23802692562348,1.15620313905828,1.21067073170732,1.21596304375722
2019-11-26,1.17118384045001,1.22423071278313,1.16736339205733,1.16735306324426,1.15483686319405,1.15484763221899,1.13088144647627,1.1706667811601,1.17511233150275,1.13572792083837,1.22421678201961,1.20267078202261,1.17424576894776,1.17474545720271,1.22293942403178,1.1527397260274,1.15257907861924,1.20187278975943,1.08163903659681,1.17284848484848,1.16895781424521,1.22367017222984,1.16760968370281,1.13004511278195,1.1282687980135,1.1282172745934,1.2235916453073,1.22351020408163,1.15439856373429,1.20321858551637,1.20319432120674
2019-11-27,1.17530969671081,1.2216855187145,1.16894096707209,1.16889213105395,1.14420580599481,1.14421897121284,1.125,1.17477942758769,1.17906715018132,1.12634408602151,1.22167750703815,1.20255108436756,1.1699486928903,1.17041925465839,1.2227550851662,1.16289104638619,1.16265456458827,1.20085194908118,1.07784524365561,1.17651916257833,1.17548770509453,1.2224493400964,1.16923147806856,1.1326951839665,1.12494233430724,1.12484355444305,1.22100763028302,1.22098612086191,1.1442606763762,1.20313064419025,1.20315357931252
